,origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes,cleaned_text
276,T2,1292059,1.47181e+18,"Creating a hostile environment with no safe and legal routes for asylum seekers cannot be described as anything other than barbaric.
https://t.co/CjnJEpz2oB",Fri Dec 17 11:37:00 +0000 2021,BestForBritain,12/17/21,opinion,pro,UK,,creating hostile environment safe legal route asylum seeker described anything barbaric
277,T2,1271725,1.47882e+18,"@stand_for_all I fully respect your view. It's okay to disagree. But I am an immigrant, directly impacted by Brexit, and so I feel I am entitled to my own view on what language I can and cannot use to fight my corner. ~AA",Wed Jan 05 20:16:19 +0000 2022,BestForBritain,1/5/22,opinion,neutral,UK,,fully respect view okay disagree immigrant directly impacted Brexit feel entitled view language use fight corner AA
278,T2,1287025,1.47235e+18,"NEW: Multiple law enforcement sources tell me a large group migrants just tried to rush the port of entry in Hidalgo, TX a short time ago, but were stopped by the Mexican military. I’m told Texas DPS troopers responded but the situation is now under control. @FoxNews",Sat Dec 18 23:37:06 +0000 2021,BillMelugin_,12/18/21,true information,neutral,,,NEW Multiple law enforcement source tell large group migrant tried rush port entry Hidalgo TX short time ago stopped mexican military told Texas DPS trooper responded situation control
279,T3,1581542,1.6564e+18,"Looking across the river at Matamoros, MX from Brownsville, TX. Crowds of migrants continue to gather with the intention of crossing illegally into the U.S. The two men in the green are Mexican immigration officials. https://t.co/fElYgX4dw1",Wed May 10 20:32:20 +0000 2023,BillMelugin_,5/10/23,true information,neutral,,,looking across river Matamoros MX Brownsville TX Crowds migrant continue gather intention crossing illegally YOUS two men green mexican immigration official
280,T3,1552680,1.6563e+18,"NEW: Per CBP sources, Border Patrol apprehended more than 10,300 migrants who crossed illegally yesterday, and Monday also broke the 10,000 threshold. I’m told these are the highest single day totals ever recorded - and it’s expected to go even higher after T42 drops tomorrow.",Wed May 10 13:54:41 +0000 2023,BillMelugin_,5/10/23,true information,neutral,,,NEW Per CBP source Border Patrol apprehended migrant crossed illegally yesterday Monday also broke threshold told highest single day total ever recorded expected go even higher T drop tomorrow
281,T2,1143218,1.47801e+18,"NEW: A Border Patrol agent was shot at from across the river in Mexico on New Year’s Day while he was apprehending a migrant who had crossed illegally near Roma, TX. Bullets hit agents vehicle, but he wasn’t hurt. CBP and FBI now investigating. Pics from LE source. @FoxNews https://t.co/WSU0ZLslGZ",Mon Jan 03 14:30:35 +0000 2022,BillMelugin_,1/3/22,true information,neutral,,,NEW A Border Patrol agent shot across river Mexico New Years Day apprehending migrant crossed illegally near Roma TX Bullets hit agent vehicle hurt CBP FBI investigating pic LE source
282,T3,1555997,1.65628e+18,"NEW: Our Fox drone over another enormous group of migrants who crossed illegally into Brownsville yesterday evening. As of yesterday, CBP sources tell us Border Patrol’s Rio Grande Valley sector was already running at 140% capacity in its facilities, and T42 hasn’t dropped yet. https://t.co/GME9W5dEbV",Wed May 10 13:07:17 +0000 2023,BillMelugin_,5/10/23,true information,neutral,,,NEW Fox drone another enormous group migrant crossed illegally Brownsville yesterday evening yesterday CBP source tell u Border Patrols Rio Grande Valley sector already running capacity facility T dropped yet
283,T2,1344343,1.47269e+18,@Alexplumbus @BosqueAli And yet all the peripheral countries seem to be totally ok with it or even want to accelerate emigration by strifing for direct EU membership.,Sun Dec 19 22:08:41 +0000 2021,BirthGauge,12/19/21,uncertain,neutral (?),,"misleading content, or true information",yet peripheral country seem totally ok even want accelerate emigration strifing direct EU membership
284,T4,387751,1.77722e+18,"@muslim_bjp @Annatar_I Without African immigrants, the Black TFR is pretty much the same as the White TFR.",Mon Apr 08 06:40:15 +0000 2024,BirthGauge,4/7/24,uncertain,neutral (?),,"misleading content, or true information",without african immigrant Black TFR pretty much White TFR
285,T2,1336450,1.48032e+18,@Enopoletus I'd say 10 million. Mass emigration will end in the coming years and Romania will see some people coming back and some additional immigration. Fertility is low but not super low.,Sun Jan 09 23:31:26 +0000 2022,BirthGauge,1/9/22,uncertain,neutral (?),,"opinion, or misleading content",would say million Mass emigration end coming year Romania see people coming back additional immigration Fertility low super low
286,T2,1342637,1.47469e+18,"@soloilviso @datarade As far as I understood, this is net migration, so immigration minus emigration.",Sat Dec 25 10:46:53 +0000 2021,BirthGauge,12/25/21,opinion,neutral,,,far understood net migration immigration minus emigration
287,T3,1509574,1.64973e+18,"@whatsapppickup No, we need to wait until the release of either the 2022 Census or the 2022 MICS survey. Current population estimates are way off the true figure due to large scale emigration, so any TFR estimates out there are not reliable.",Sat Apr 22 10:45:32 +0000 2023,BirthGauge,4/22/23,true information,neutral,,,need wait release either Census MICS survey Current population estimate way true figure due large scale emigration TFR estimate reliable
288,T4,398632,1.77704e+18,"Yes, what happen with ss going  broke 
Should the Supreme Court block President Biden from giving Social Security to illegal immigrants",Sun Apr 07 18:09:03 +0000 2024,Bisons119,4/7/24,misleading content,anti,,,yes happen s going broke Should Supreme Court block President Biden giving Social Security illegal immigrant
289,T4,103678,1.782e+18,"How many Americans have to die before we take action? First step is to close the border
Deal with China, and destroy the Drug cartels
And follow the money,
https://t.co/QaJ65RFhGF",Sun Apr 21 10:53:12 +0000 2024,Bisons119,4/21/24,opinion,anti,,,many Americans die take action First step close border Deal China destroy Drug cartel follow money
290,T4,738476,1.78104e+18,"Ask the judge how does he pass a back ground checks, if an illegal carries a gun I'm sure that is illegal🤔
Illinois judge rules illegal migrants can carry guns https://t.co/AUAxj4Qt6j",Thu Apr 18 19:36:43 +0000 2024,Bisons119,4/18/24,true information,neutral,,,ask judge pas back ground check illegal carry gun sure illegal Illinois judge rule illegal migrant carry gun
291,T3,1561974,1.65626e+18,"Biden mulls screeching U-turn to fend off migrants, Trump-style policy https://t.co/EYJ7ursZbC @MailOnline",Wed May 10 11:34:11 +0000 2023,Bisons119,5/10/23,uncertain,neutral,,"kinda misleading, or true information",Biden mull screeching youturn fend migrant trumpstyle policy
292,T4,628341,1.78172e+18,"This is what happens when you let shit into the country and do nothing about it
NYC high school soccer game canceled after group of about 30 migrants refuse to leave the field -- even after cops showed up https://t.co/D1NMSRoaSO via @nypmetro",Sat Apr 20 16:38:12 +0000 2024,Bisons119,4/20/24,true information,anti,,,happens let shit country nothing NYC high school soccer game canceled group migrant refuse leave field even cop showed via
293,T4,493216,1.77554e+18,2 Mississippi catfish farms settle suit alleging immigrants were paid more than local Black workers https://t.co/DJhSgM930b,Wed Apr 03 15:22:09 +0000 2024,BoSnerdley,4/3/24,true information,neutral,,,Mississippi catfish farm settle suit alleging immigrant paid local Black worker
294,T4,449769,1.77621e+18,"Blue city redirected $700,000 in Covid relief funds to illegal immigrants, probe finds https://t.co/5V7MA5XdyL",Fri Apr 05 11:44:58 +0000 2024,BoSnerdley,4/5/24,uncertain,neutral,,"true information, or misleading content",Blue city redirected Covid relief fund illegal immigrant probe find
295,T4,381282,1.77735e+18,Buttigieg says Trump should show solidarity with immigrants killed on Baltimore bridge  https://t.co/Hoeu78Uguw,Mon Apr 08 15:11:38 +0000 2024,BoSnerdley,4/8/24,true information,neutral,,,Buttigieg say Trump show solidarity immigrant killed Baltimore bridge
296,T3,1522275,1.65635e+18,Biden rules limit asylum as White House grapples with end of Title 42 https://t.co/2DmOLfam63,Wed May 10 17:21:31 +0000 2023,BoSnerdley,5/10/23,true information,neutral,,,Biden rule limit asylum White House grapple end Title
297,T4,531818,1.77488e+18,Opinion: Laken Riley's killing does reflect a broader danger. But it isn't 'immigrant crime' https://t.co/Id40Ii5lTY &gt;&gt;&lt;&gt; Liberal excuse making on parade. Don't blame illegal immigration for crimes committed by illegal immigrants is the overall take-away.,Mon Apr 01 19:26:46 +0000 2024,BoSnerdley,4/1/24,opinion,anti (?),,,Opinion Laken Rileys killing reflect broader danger immigrant crime gtgtltgt Liberal excuse making parade Do blame illegal immigration crime committed illegal immigrant overall takeaway
298,T4,441253,1.77631e+18,"@David19531501 @LeftBehindPoet @GeoffBarton9 @bringiton8712 @Michael80789776 @suastusa @TenchPeter1789 @boomer_ish @MuscogeeAL @lordgmanilson @Peter14306722 @bob15631612 @thefactroom @Martin24105 @ChrisEv06631592 @bazcarter15 @Bemused21 @_oatc_ @Davidmetroland @Maggie29047241 @of_flocks @cathyby @LevettRoblev1 @taskforcerejoin @crikeyolson @afewpoints @ShaneJa16905901 @mikebouchard834 @David_Vaporium @Charlie_UK2023 @Victor96478703 @viv_cooper @The_Leaver @FrankMac993505 @wearescanners @Begentle50 @somechewlip @Chr1s_not_a_bot @just2sayin @LordOfFreedom2 @bonarlaw1923 @EuOutta @ZorikaZr @MehLibris @mindedmusically @RishiSunak @Keir_Starmer @SuellaBraverman @KemiBadenoch No, they USED to do a great job! Now, they are diverting resources towards helping illegal immigrants arrive on our shores! https://t.co/hNZHtPGdmd",Fri Apr 05 18:11:15 +0000 2024,BonnieBlackmor7,4/5/24,uncertain,anti,UK,"misleading content, or true information",used great job diverting resource towards helping illegal immigrant arrive shore
299,T4,575622,1.77706e+18,@Lucy99556080 They are taking over and we are supposed to say nothing for fear of being called Islamophobic or racist. Imagine if we were to emigrate in huge numbers to an Islamic country and behaved with similar disrespect to their culture?🤬🤬🤬🤬🤬,Sun Apr 07 19:38:00 +0000 2024,BonnieBlackmor7,4/7/24,uncertain,anti,UK,"true information, or misleading content, ""they are taking over"" seems misleading",taking supposed say nothing fear called Islamophobic racist Imagine emigrate huge number Islamic country behaved similar disrespect culture
300,T2,1182719,1.47698e+18,@daverover2 @LSW12612672511 @C53758546Mandy Is Drakeford sharing a room with a few Asylum Seekers fresh off a dinghy?,Fri Dec 31 18:25:15 +0000 2021,BonnieBlackmor7,12/31/21,opinion,anti,UK,,Drakeford sharing room Asylum Seekers fresh dinghy
301,T2,1248878,1.47402e+18,@David19531501 @SBrownloe They get the full Asylum seeker benefits until they're discovered to be pretending to be from a war torn area. They ditch their documents to which would prove illegitimate claims.https://t.co/YT3e5wOtsS,Thu Dec 23 14:08:45 +0000 2021,BonnieBlackmor7,12/23/21,uncertain,anti,UK,"true information, or misleading content",get full Asylum seeker benefit discovered pretending war torn area ditch document would prove illegitimate claim
302,T4,488589,1.77558e+18,"@thefactroom @lordgmanilson @LeftBehindPoet @David19531501 @ChrisEv06631592 @bazcarter15 @Bemused21 @_oatc_ @Martin24105 @bringiton8712 @Davidmetroland @TenchPeter1789 @Peter14306722 @Maggie29047241 @GeoffBarton9 @of_flocks @cathyby @LevettRoblev1 @Michael80789776 @taskforcerejoin @crikeyolson @afewpoints @ShaneJa16905901 @mikebouchard834 @boomer_ish @David_Vaporium @MuscogeeAL @Charlie_UK2023 @Victor96478703 @viv_cooper @The_Leaver @FrankMac993505 @wearescanners @Begentle50 @somechewlip @Chr1s_not_a_bot @just2sayin @LordOfFreedom2 @bonarlaw1923 @EuOutta @ZorikaZr @MehLibris @mindedmusically @RishiSunak @Keir_Starmer @SuellaBraverman @KemiBadenoch @MPIainDS @LeeAndersonMP_ Yes, he pretends he hasn't 👀 evidence people post that doesn't suit his Liberal Lefty views. He continues 2 spout denial of the evidenced facts eg many have posted the unequivocal evidence that &gt;90% of the illegal immigrants arriving by dinghy R undocumented fighting age males. https://t.co/CVPPwjGs4j",Wed Apr 03 18:01:23 +0000 2024,BonnieBlackmor7,4/3/24,uncertain,anti,"UK, EU",misleading content,yes pretend evidence people post suit Liberal Lefty view continues spout denial evidenced fact eg many posted unequivocal evidence gt illegal immigrant arriving dinghy R undocumented fighting age male
303,T2,1369789,1.47957e+18,"Federal agents have arrested several migrants who were found smuggled inside a railcar near Hebbronville, Texas. @CBP_Laredo #border
https://t.co/audcPG4iM7",Fri Jan 07 21:30:03 +0000 2022,BorderReportcom,1/7/22,true information,neutral,,,federal agent arrested several migrant found smuggled inside railcar near Hebbronville Texas border
304,T4,477204,1.77571e+18,"A company that provides services for immigrants in federal detention was ordered Tuesday to pay restitution and penalties in a lawsuit alleging it used deceptive and abusive tactics.
https://t.co/iWVQ9Ay9Yy",Thu Apr 04 02:30:07 +0000 2024,BorderReportcom,4/3/24,true information,neutral,,,company provides service immigrant federal detention ordered Tuesday pay restitution penalty lawsuit alleging used deceptive abusive tactic
305,T2,1258302,1.47343e+18,"Federal, state and local authorities have encountered several migrant stash houses this month in the El Paso area, including a pair of apartments holding 30 people.
https://t.co/SkBG5GXRev",Tue Dec 21 23:15:06 +0000 2021,BorderReportcom,12/21/21,true information,neutral,,,federal state local authority encountered several migrant stash house month El Paso area including pair apartment holding people
306,T4,765756,1.78094e+18,"El Paso County officials are celebrating a milestone when it comes to dealing with the years-long humanitarian migrant crisis. ...
https://t.co/oJJSEwz9Pe",Thu Apr 18 12:30:08 +0000 2024,BorderReportcom,4/18/24,true information,neutral,,,El Paso County official celebrating milestone come dealing yearslong humanitarian migrant crisis
307,T4,691065,1.78006e+18,"Calling it a “wake-up call” for colleagues using migrants as election campaign props, House Democrats have filed a resolution blaming the ongoing border humanitarian crisis on Republican inaction on immigration reform.
https://t.co/27UgHf8s58",Tue Apr 16 02:15:04 +0000 2024,BorderReportcom,4/15/24,true information,pro,,,calling wakeup call colleague using migrant election campaign prop House Democrats filed resolution blaming ongoing border humanitarian crisis republican inaction immigration reform
308,T2,1127756,1.47846e+18,"The great northward migrant surge of 2021 not only impacted the United States but Mexico as well.
https://t.co/OkwjYU9ihq",Tue Jan 04 20:30:04 +0000 2022,BorderReportcom,1/4/22,true information,neutral,,,great northward migrant surge impacted United States Mexico well
309,T3,1492563,1.65644e+18,"In El Paso, Sacred Heart Church and the Opportunity Center for the Homeless are seeing significantly fewer people at and around their shelters after numerous migrants decided to turn themselves in to be processed.
https://t.co/3MT8iJp668",Wed May 10 23:30:07 +0000 2023,BorderReportcom,5/10/23,true information,neutral,,,El Paso Sacred Heart Church Opportunity Center Homeless seeing significantly fewer people around shelter numerous migrant decided turn processed
310,T2,1258679,1.47342e+18,"The truck was packed with as many as 250 migrants, and survivors said that speed and weight of the human cargo may have played a role in the crash.
https://t.co/PfVEbAmLwz",Tue Dec 21 22:30:04 +0000 2021,BorderReportcom,12/21/21,true information,neutral,,,truck packed many migrant survivor said speed weight human cargo may played role crash
311,T3,1506631,1.65089e+18,"@framie1888 @SirStevoTimothy The point is something 200 years ago, is not the reason why RoI has low population today.

Emigration is.",Tue Apr 25 15:50:42 +0000 2023,BorderSolution_,4/25/23,opinion,neutral,Ireland,,point something year ago reason RoI low population today Emigration
312,T4,324340,1.77839e+18,"@MariaWalshEU @Independent_ie What are ""European Values"" Maria?

And how do they differ from for example ""African Values"" or ""Asian Values"" ?

Should immigrants to Europe from those places adopt ""European Values"" on arrival?

🤔",Thu Apr 11 11:51:38 +0000 2024,BorderSolution_,4/11/24,opinion,neutral,EU,,european Values Maria differ example african Values asian value immigrant Europe place adopt european Values arrival
313,T2,1472517,1.48026e+18,"Solution has always been simple.

Celtic Sea Border is the only option that makes any kind of sense. 

EU knew that all along but threw everything at trying to keep UK in EU with Irish Sea Border

That backfired spectacularly but EU too worried about losing face now to back CSB",Sun Jan 09 19:34:33 +0000 2022,BorderSolution_,1/9/22,,,"UK, EU",irrelevant,solution always simple Celtic Sea Border option make kind sense EU knew along threw everything trying keep UK EU Irish Sea Border backfired spectacularly EU worried losing face back CSB
314,T2,1476549,1.48022e+18,@mccleangreen @smccarthynire Yeah only a hard land border will stop them.,Sun Jan 09 16:32:05 +0000 2022,BorderSolution_,1/9/22,opinion,anti,"UK, EU",,yeah hard land border stop
315,T3,1507111,1.65075e+18,"Nonsense, Ethiopia had famine in 1980's.  Its population in a generation has trebled from 40 million in 1980's to 120 million today.

Poland lost 25% of its population in WW2, it was back up to same level in a generation

Constant emigration means population of Ireland is low",Tue Apr 25 06:17:21 +0000 2023,BorderSolution_,4/24/23,misleading content,neutral,Ireland,,Nonsense Ethiopia famine population generation trebled million million today Poland lost population WW back level generation Constant emigration mean population Ireland low
316,T3,1502773,1.65642e+18,"Border Patrol agents apprehended more than 20,000 migrants in the past two days who crossed the southwest border with Mexico between ports of entry.  https://t.co/kLecSWxWLj",Wed May 10 21:51:35 +0000 2023,BreitbartNews,5/10/23,true information,neutral,,need verifiable evidence for all the Breitbart News,Border Patrol agent apprehended migrant past two day crossed southwest border Mexico port entry
317,T2,1262147,1.47334e+18,Border Patrol agents arrested 158 migrants crossing near this small West Texas town on Monday. The group was comprised of mostly Nicaraguan migrants who surrendered to authorities after walking up from the Rio Grande. https://t.co/9yUMDfb6Fi,Tue Dec 21 17:00:36 +0000 2021,BreitbartNews,12/21/21,true information,neutral,,need verifiable evidence for all the Breitbart News,Border Patrol agent arrested migrant crossing near small West Texas town Monday group comprised mostly nicaraguan migrant surrendered authority walking Rio Grande
318,T2,1209319,1.47513e+18,"Over 37,000 migrants arrived illegally on Spanish territory between January and mid-December of this year, with Moroccan police claiming to have arrested over 11,000 trying to make the journey. https://t.co/CoAPsR6xuc",Sun Dec 26 16:02:42 +0000 2021,BreitbartNews,12/26/21,true information,neutral,"Spain, Morocco",,migrant arrived illegally spanish territory January midDecember year Moroccan police claiming arrested trying make journey
319,T2,1285884,1.47243e+18,Dongguan is a manufacturing hub that is home to several factories owned by multinational companies such as Samsung and Gillette. Its new restrictions will likely affect millions of the city’s migrant workers. https://t.co/8hkb5x0Zhn,Sun Dec 19 04:52:58 +0000 2021,BreitbartNews,12/18/21,,,China,irrelevant,Dongguan manufacturing hub home several factory owned multinational company Samsung Gillette new restriction likely affect million city migrant worker
320,T2,1278006,1.47278e+18,The reception center on the island of Lampedusa is built to only house around 250 migrants but has once again become overloaded. https://t.co/TWoiUBPB87,Mon Dec 20 04:02:33 +0000 2021,BreitbartNews,12/19/21,true information,neutral,EU,need verifiable evidence for all the Breitbart News,reception center island Lampedusa built house around migrant become overloaded
321,T2,1154436,1.47744e+18,Border Patrol agents apprehended more than 1.9 million migrants who illegally crossed the southwest border with Mexico between ports of entry during 2021.  https://t.co/tO51OSPVND,Sun Jan 02 00:45:47 +0000 2022,BreitbartNews,1/1/22,true information,neutral,,need verifiable evidence for all the Breitbart News,Border Patrol agent apprehended million migrant illegally crossed southwest border Mexico port entry
322,T2,1223421,1.47979e+18,"Two illegal aliens and a legal immigrant from Cuba have been accused of operating a “massive Amazon theft ring” in Oklahoma County, Oklahoma, police charge. https://t.co/cH9aeRXHkh",Sat Jan 08 12:20:36 +0000 2022,BreitbartNews,1/8/22,true information,neutral/anti,,need verifiable evidence for all the Breitbart News,two illegal alien legal immigrant Cuba accused operating massive Amazon theft ring Oklahoma County Oklahoma police charge
323,T2,1185407,1.47601e+18,Drone video captured the images of a group of six migrants illegally crossing the border from Mexico into the Laredo Sector. Agents found them carrying large bundles of marijuana. https://t.co/vAs3g9rqYj,Wed Dec 29 02:05:06 +0000 2021,BreitbartNews,12/28/21,true information,neutral,,need verifiable evidence for all the Breitbart News,Drone video captured image group six migrant illegally crossing border Mexico Laredo Sector Agents found carrying large bundle marijuana
324,T2,1269827,1.47306e+18,"Despite a law enforcement presence on both sides of the Rio Grande, a CBP source says more than 600 migrants were apprehended after entering the United States on Thursday. https://t.co/s8DjsJR2IO",Mon Dec 20 22:22:57 +0000 2021,BreitbartNews,12/20/21,true information,neutral,,need verifiable evidence for all the Breitbart News,despite law enforcement presence side Rio Grande CBP source say migrant apprehended entering United States Thursday
325,T2,1210993,1.47508e+18,Border Patrol agents found a six-year-old unaccompanied migrant child safeguarding her one-year-old cousin on the bank of the Rio Grande. https://t.co/VGVFv6c1Ld,Sun Dec 26 12:23:39 +0000 2021,BreitbartNews,12/26/21,true information,neutral,,need verifiable evidence for all the Breitbart News,Border Patrol agent found sixyearold unaccompanied migrant child safeguarding oneyearold cousin bank Rio Grande
326,T2,1161127,1.47708e+18,Sheriff deputies from one small West Texas county found migrants smuggled via small aircraft in a departure from the typical roadways.  https://t.co/rzIY3724MC,Sat Jan 01 00:39:57 +0000 2022,BreitbartNews,12/31/21,true information,neutral,,need verifiable evidence for all the Breitbart News,sheriff deputy one small West Texas county found migrant smuggled via small aircraft departure typical roadway
327,T4,249425,1.77969e+18,"""We could have been saved from 9/11 if we didn't have to have the additional warrants.""

~Nancy Pelosi

(9/11 was not carried out by U.S. citizens but by immigrants who became illegal aliens when their student visas expired) https://t.co/7fP2gCiTWs",Mon Apr 15 02:03:37 +0000 2024,BreitbartNews,4/14/24,misleading content,anti,,,could saved additional warrant Nancy Pelosi carried yous citizen immigrant became illegal alien student visa expired
328,T2,1112197,1.47891e+18,A migrant carrying a large knife assaulted a Big Bend Sector Border Patrol agent during the arrest of a group arrest.  https://t.co/nEMBC9UxaZ,Thu Jan 06 01:49:26 +0000 2022,BreitbartNews,1/5/22,true information,neutral,,,migrant carrying large knife assaulted Big Bend Sector Border Patrol agent arrest group arrest
329,T4,268865,1.77927e+18,Sen. @BillHagertyTN says 20 illegal immigrants broke into a Texas rancher’s kitchen while he and wife were home and raided their kitchen. https://t.co/zYuB19hI5D,Sat Apr 13 21:51:11 +0000 2024,BreitbartNews,4/13/24,uncertain,anti,,"true information, or misleading content",Sen say illegal immigrant broke Texas rancher kitchen wife home raided kitchen
330,T2,1463688,1.4796e+18,Kamala Harris’s new press secretary is apologizing for having supported enforcement of the nation’s popular immigration laws a decade ago. https://t.co/lVkAEeT70J,Fri Jan 07 23:36:48 +0000 2022,BreitbartNews,1/7/22,true information,neutral,,,Kamala Harriss new press secretary apologizing supported enforcement nation popular immigration law decade ago
331,T2,1154027,1.47748e+18,"@Tweeet_Book @MarinaPurkiss @erichearn @ukhomeoffice 1. I did not say that.
2. I did not even imply it.
3. I am not anti-#immigrant, nor am I anti-#migrant worker

I hope the above statements clears up your 
misunderstanding of my original tweet.

Happy New Year",Sun Jan 02 03:02:52 +0000 2022,Brexit_Mistake,1/1/22,opinion,neutral,UK,,say even imply antiimmigrant antimigrant worker hope statement clear misunderstanding original tweet Happy New year
332,T4,189102,1.78065e+18,"@PoliticsJOE_UK @slim1874 Most #immigrants do work and do pay tax.
- the problem is the type of immigrant who avoids tax https://t.co/p5htW6xQoR",Wed Apr 17 17:37:24 +0000 2024,Brexit_Mistake,4/17/24,true information,neutral,UK,,immigrant work pay tax problem type immigrant avoids tax
333,T4,481176,1.77566e+18,"@alifeofinsanity @LongTimeHistory Here's another photo of an illegal immigrant
who came to the USA illegally, settled here,
married a #nazi sympathiser and together
they spawned one of the most dangerous criminals,
grifters and rapists the United States has ever seen... https://t.co/zFZA2M0a5o",Wed Apr 03 22:56:19 +0000 2024,Brexit_Mistake,4/3/24,misleading content,anti,,,another photo illegal immigrant came USA illegally settled married nazi sympathiser together spawned one dangerous criminal grifter rapist United States ever seen
334,T2,1449104,1.48016e+18,"@AlexPerryAuthor @SHarr73146294 @JolyonMaugham @heather63262308 @Conservatives Jeremy Wright:
- Called to the Bar at the Inner Temple in 1996
- Specialised in criminal law in the Midlands until 2005

Suella Braverman:
- Called to the bar at Middle Temple in 2005
- Specialised in commercial litigation, judicial review, immigration and planning law until 2010",Sun Jan 09 12:59:46 +0000 2022,Brexit_Mistake,1/9/22,true information,neutral,UK,,Jeremy Wright called Bar Inner Temple specialised criminal law Midlands Suella Braverman called bar Middle Temple specialised commercial litigation judicial review immigration planning law
335,T3,1505557,1.65638e+18,"@SuellaBraverman WTF would you know about how people feel?
- you are a bigot and a rabble rouser
- only the white trash want the refugees stopped
- normal people (the majority) just want Britain to
   * comply with international treaties
   * adhere to British values
      i.e. help those in need https://t.co/8d88RdOrKo",Wed May 10 19:11:58 +0000 2023,Brexit_Mistake,5/10/23,misleading content,pro,UK,quite confused,WTF would know people feel bigot rabble rouser white trash want refugee stopped normal people majority want Britain comply international treaty adhere british value ie help need
336,T3,1523591,1.65629e+18,"@DrChrisParry And the systematic persecution of Syrian Christian refugees by the Home Office which accepted none from UN run refugee camps in Lebanon. Plenty of Syrian Muslims accepted, however.",Wed May 10 13:46:44 +0000 2023,BrianCo48405777,5/10/23,misleading content,neutral (?),UK,,systematic persecution syrian Christian refugee Home Office accepted none UN run refugee camp Lebanon Plenty syrian Muslims accepted however
337,T4,774451,1.7809e+18,@sandieshoes How many migrants do China &amp; Russia take in?,Thu Apr 18 09:49:03 +0000 2024,BrianCo48405777,4/18/24,opinion,neutral,"China, Russia",,many migrant China amp Russia take
338,T2,1265330,1.47326e+18,"@NJ_Timothy Storch Report 1964 ""Freedom of movement, in true sense of the word, can only be ensured in practice if housing opportunities of workers &amp;families are sufficient"" &amp; 1967 Group on Social Questions noted importance of integrating migrant workers &amp; families in cultural &amp; social life""",Tue Dec 21 11:42:21 +0000 2021,BrianCo48405777,12/21/21,true information,pro,,,Storch Report Freedom movement true sense word ensured practice housing opportunity worker ampfamilies sufficient amp Group Social Questions noted importance integrating migrant worker amp family cultural amp social life
339,T4,646944,1.7816e+18,@FionaIsrael1 @MailOnline So this is going back to Beveridge's contributory National Insurance means-tested National Assistance split. Will it mean that migrants get less incentive to enter illegally?,Sat Apr 20 08:09:18 +0000 2024,BrianCo48405777,4/20/24,true information,neutral,UK,,going back Beveridges contributory National Insurance meanstested National Assistance split Will mean migrant get less incentive enter illegally
340,T4,713356,1.77946e+18,@BenGoldsmith Deportation Now!,Sun Apr 14 10:52:03 +0000 2024,BrianCo48405777,4/14/24,opinion,anti,"Iran, Israel, UK",,deportation
341,T2,1256442,1.48046e+18,New York Just Made Every American Citizen's Worst Fears About Illegal Immigration Come True https://t.co/365jYNTnOt,Mon Jan 10 08:56:07 +0000 2022,BrianCraigShow,1/10/22,misleading content,anti,,,New York Just Made Every american Citizens Worst Fears Illegal Immigration Come True
342,T4,108494,1.78198e+18,'The Ukrainian-Russian Border Is OUR Border!!' Democrat Gerry Connolly Rages At Republicans Over Opposition to Ukraine Aid Package https://t.co/u5Fy9o7xuJ via @mediaite,Sun Apr 21 09:20:16 +0000 2024,BrianCraigShow,4/21/24,,,"Ukraine, Russia, US",irrelevant,ukrainianrussian Border OUR Border Democrat Gerry Connolly Rages Republicans Over Opposition Ukraine Aid Package via
343,T4,306660,1.77868e+18,City plans to defund its police force to pay for illegal immigrants https://t.co/UW7WJReqY4 via @worldnetdaily,Fri Apr 12 06:56:37 +0000 2024,BrianCraigShow,4/11/24,true information,neutral,,,City plan defund police force pay illegal immigrant via
344,T4,524912,1.77506e+18,"NYC Hands Out Prepaid Debit Cards Because Immigrants Threw Away Charity Food - Yes, You Read That Right via @WestJournalism https://t.co/sgttl1HSDm",Tue Apr 02 07:13:12 +0000 2024,BrianCraigShow,4/2/24,true information,neutral,,,NYC hand Prepaid Debit Cards Immigrants Threw Away Charity Food Yes read Right via
345,T4,327125,1.77831e+18,How Michigan’s immigrant rent subsidy became a focus of conservative outrage https://t.co/Hquld6BJnS,Thu Apr 11 06:40:17 +0000 2024,BrianCraigShow,4/10/24,true information,neutral,,,Michigans immigrant rent subsidy became focus conservative outrage
346,T2,1352414,1.46926e+18,"@Muinchille Or, and incoming Shinner government, a multi bn € loss in corporate tax revenue, a population which has to emigrate for good jobs and another country to your north which won’t countenance merging. Otherwise all correct.",Fri Dec 10 11:01:25 +0000 2021,BryanMa50902802,12/10/21,misleading content,neutral,Ireland,,incoming Shinner government multi bn loss corporate tax revenue population emigrate good job another country north countenance merging Otherwise correct
347,T3,1521471,1.64574e+18,"@Muinchille DeValera’s Ireland, which we ducked. “Dev's Ireland was appalling, poverty stricken, TB riddled, low life expectancy, toxic grasp of catholic church, unemployment, emigration, women treated like breeding stock, abuse &amp; cruelty in magdalenes, laundries, industrial schools. “",Tue Apr 11 10:46:31 +0000 2023,BryanMa50902802,4/11/23,uncertain,neutral,Ireland,"opinion, or misleading content",DeValeras Ireland ducked Devs Ireland appalling poverty stricken TB riddled low life expectancy toxic grasp catholic church unemployment emigration woman treated like breeding stock abuse amp cruelty magdalenes laundry industrial school
